gene,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000008988,RPS20,53596.6630315471,-0.286153372568574,0.203304185947674,-1.40751343232167,0.159275197039113,0.563744248000935
ENSG00000037241,RPL26L1,1154.33554132728,-0.145732105970098,0.133921835530434,-1.08818778799503,0.276512214740648,0.686963528483641
ENSG00000063177,RPL18,51343.0923886892,-0.547114839179803,0.200821667922274,-2.72438151141916,0.006442204166212,0.162708038119
ENSG00000071082,RPL31,36806.9424992325,-0.367437792936329,0.175036368817996,-2.0992082697876,0.0357985453321448,0.330610758753517
ENSG00000083845,RPS5,36803.7657754114,-0.251673977677176,0.216476358685864,-1.16259336218043,0.244994525198301,0.657276219114534
ENSG00000089009,RPL6,37570.1391421149,-0.281019951990343,0.141132773606677,-1.99117430210447,0.0464617280169778,0.361527441844308
ENSG00000089157,RPLP0,85881.5377889919,-0.224071513821794,0.156917153154143,-1.42796061053749,0.153303196330643,0.557672477972859
ENSG00000100316,RPL3,95329.1870294031,-0.0902368855729486,0.174264425571978,-0.517815872498184,0.604586742848182,0.868315726421897
ENSG00000105193,RPS16,50973.1896410991,-0.460514816994131,0.204218399847135,-2.25501138652953,0.0241326140774008,0.281182207243731
ENSG00000105372,RPS19,74488.8859072251,-0.680388316907547,0.237874675791017,-2.86028058533351,0.0042326633438311,0.136301901400028
ENSG00000105640,RPL18A,26734.3242826303,-0.625385682182428,0.221590910741931,-2.82225331394916,0.0047687493703916,0.143562250487104
ENSG00000108107,RPL28,57793.0395934889,-0.580776549103118,0.228612926307553,-2.54043617954393,0.0110714297624019,0.206049192482154
ENSG00000108298,RPL19,57950.6244357818,-0.290578307959008,0.164761014019029,-1.76363510317706,0.0777934336968677,0.443593006999294
ENSG00000109475,RPL34,22201.2622979806,-0.320836558915803,0.194166847124906,-1.65237559174771,0.0984580081154281,0.481838446037237
ENSG00000110700,RPS13,19020.7113203079,-0.267883821062707,0.180784352393641,-1.48178654577038,0.13839710012835,0.539630990332786
ENSG00000112306,RPS12,41452.8693277461,-0.0929003137158215,0.17699815238659,-0.524866008278512,0.599676340773303,0.866004856979444
ENSG00000114391,RPL24,35939.1030300863,-0.434001228723856,0.201562808301668,-2.15318109715117,0.0313044486737867,0.315695526462683
ENSG00000115268,RPS15,19326.534819001,-0.415473538099037,0.208446010276492,-1.99319496471981,0.0462401022755886,0.360971629341054
ENSG00000116251,RPL22,5769.06108174259,-0.0986911301314048,0.150751946060016,-0.654659078776433,0.512687277543449,0.825835158425898
ENSG00000118181,RPS25,18695.2223535165,-0.101974819542883,0.175218193120719,-0.581987621985273,0.560575018448084,0.848933923401261
ENSG00000122026,RPL21,12428.5559676505,-0.357652097719555,0.199997151677058,-1.78828595667736,0.0737298843858816,0.434624224425949
ENSG00000122406,RPL5,46267.2052117807,-0.110548484541383,0.152651702031348,-0.724187697027326,0.46895051064125,0.805567860060771
ENSG00000124614,RPS10,101.10072789821,-0.293413252766648,0.203496182648953,-1.4418612130568,0.149341530121659,0.553538654444083
ENSG00000125691,RPL23,35048.8223390566,-0.12474387946433,0.162387110548208,-0.7681883065916,0.442375319560335,0.791944845399895
ENSG00000130255,RPL36,29033.965149197,-0.530917219920651,0.227061833646324,-2.33820546322029,0.0193765922464626,0.253663214438772
ENSG00000131469,RPL27,32667.899097985,-0.18459505414184,0.166555396534095,-1.10831025582561,0.26772784776696,0.676427303474331
ENSG00000134419,RPS15A,4519.26525256675,-0.34322327686761,0.18100662764123,-1.89619176568444,0.0579346916269836,0.393822542994227
ENSG00000136942,RPL35,34754.4871210041,-0.503334097894773,0.196135440747003,-2.56625776543887,0.0102802401259912,0.200488831605478
ENSG00000137154,RPS6,89126.5609420164,-0.350987475754246,0.172433394465513,-2.03549594811488,0.0418009958377274,0.348667078807247
ENSG00000137818,RPLP1,94735.93656192,-0.557435986307774,0.193166886985949,-2.88577403200747,0.0039045238433302,0.132357324808341
ENSG00000137876,RSL24D1,4361.23843946861,0.0228602734066471,0.132944627904618,0.171953344538662,0.86347420822818,0.96313720792852
ENSG00000138326,RPS24,58896.9606005964,-0.235565577784974,0.18308473613961,-1.28664782631221,0.198217065819732,0.609068208294526
