gene,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000001617,SEMA3F,8739.92472694888,-0.131317770917253,0.20157448666825,-0.651460276981258,0.514749411261241,0.826927752384041
ENSG00000002745,WNT16,25.8203678200623,0.294649621674687,0.418627661791233,0.703846517007343,0.481528361335944,0.811972404252825
ENSG00000004399,PLXND1,3994.21775117222,0.280614761133042,0.180690486313181,1.55301348100125,0.120419913986164,0.515686586276066
ENSG00000006016,CRLF1,327.452237356775,-1.23631144964188,0.519769983877169,-2.37857415393583,0.0173797408791331,0.241390993883004
ENSG00000006210,CX3CL1,4429.27484392114,-0.142191457629882,0.389538133172557,-0.365025771602429,0.715092168685471,0.91370971249632
ENSG00000006606,CCL26,27.1603894016417,-0.881352151730808,0.448048721449942,-1.96708998271135,0.0491728379121743,0.36996477167043
ENSG00000008277,ADAM22,285.525451735018,-0.547585343758637,0.354165030708191,-1.54613046540388,0.122073062455097,0.519791001593506
ENSG00000008516,MMP25,192.394167621527,-0.868435825638741,0.318040624251924,-2.73058143965546,0.0063222710338769,0.162153450701097
ENSG00000009724,MASP2,37.2750721203535,0.257338573766133,0.293636421879333,0.876385061904495,0.380820736403652,0.756314756382898
ENSG00000010319,SEMA3G,205.737216576411,0.646410876108366,0.270790456005399,2.38712577113677,0.0169806809436558,0.240366947324956
ENSG00000010438,PRSS3,373.764795367846,-0.437163952378451,0.686475985024151,-0.636823373162968,0.524239899675491,0.83006370399493
ENSG00000011201,ANOS1,708.256475156329,-0.410950319799788,0.344682068363916,-1.19225906282396,0.233159680894724,0.645670852902157
ENSG00000011465,DCN,8853.57172070478,0.917010182467062,0.408661408797669,2.24393633146085,0.0248364981291299,0.285270569086762
ENSG00000012171,SEMA3B,3151.26811170812,-0.252437210607305,0.483539144874724,-0.522061581328036,0.601627454711024,0.86700529764045
ENSG00000017427,IGF1,146.609207767476,0.519212678646913,0.49368484418106,1.05170876677043,0.29293318757666,0.699853913475028
ENSG00000019991,HGF,90.5599579681371,0.580966761082736,0.350109391362239,1.65938639584118,0.0970379558421738,0.479975642630998
ENSG00000021355,SERPINB1,10976.7446377979,-0.0578483564092529,0.279278295033812,-0.207135167458141,0.83590429796217,0.954453914568742
ENSG00000029559,IBSP,26.7616040549687,-0.075568076288176,0.554063632570088,-0.136388804184178,0.891513923940257,0.971616168835987
ENSG00000035862,TIMP2,7564.01466142839,0.56130457360674,0.266386902387898,2.10710274632571,0.0351086743396102,0.328937646832858
ENSG00000037749,MFAP3,644.111256703088,0.230911374308937,0.212955721128484,1.0843163690804,0.278224549944363,0.688105911427726
ENSG00000038295,TLL1,117.480765775442,0.76614044726776,0.479738142453048,1.59699715213439,0.11026634203767,0.501109780506201
