gene,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000011201,ANOS1,708.256475156329,-0.410950319799788,0.344682068363916,-1.19225906282396,0.233159680894724,0.645670852902157
ENSG00000011465,DCN,8853.57172070478,0.917010182467062,0.408661408797669,2.24393633146085,0.0248364981291299,0.285270569086762
ENSG00000029559,IBSP,26.7616040549687,-0.075568076288176,0.554063632570088,-0.136388804184178,0.891513923940257,0.971616168835987
ENSG00000037749,MFAP3,644.111256703088,0.230911374308937,0.212955721128484,1.0843163690804,0.278224549944363,0.688105911427726
ENSG00000038427,VCAN,2498.57277064457,0.819582731713526,0.37121019824125,2.20786695946559,0.0272535486725548,0.299574440526665
ENSG00000041982,TNC,9354.00384040393,0.397431486022458,0.354707973910534,1.12044700219426,0.262523325013947,0.671745740237649
ENSG00000042781,USH2A,9.86370762274174,0.42520376794599,0.316584950048826,1.34309532995934,0.179241107567749,0.587999668406398
ENSG00000049089,COL9A2,2077.69239889207,0.281642083166061,0.372806183805602,0.755465159646929,0.449969929369392,0.794499566471658
ENSG00000049323,LTBP1,3354.82599102912,0.244391714400406,0.240437897266037,1.01644423437123,0.309417890305607,0.712655380501039
ENSG00000049540,ELN,1897.66684457554,-0.461619921906167,0.476028292528371,-0.969732112884142,0.332180039229883,0.72601855815947
ENSG00000050555,LAMC3,805.703708982861,0.722813267373221,0.349148802078476,2.07021551576384,0.0384321669242874,0.33951320311179
ENSG00000050767,COL23A1,261.468075080471,0.547631070522759,0.451666960058883,1.21246652722034,0.225333848202143,0.637458269866037
ENSG00000053747,LAMA3,12787.1050568151,0.492817307016726,0.393875912384854,1.25119940448452,0.210861735452469,0.625215835027634
ENSG00000058085,LAMC2,24049.3266218774,0.327869530712812,0.40619821036573,0.807166359540599,0.419570644278721,0.778789654725497
ENSG00000060718,COL11A1,271.573800366555,0.143009246703526,0.561505539742795,0.254688932844781,0.798963364743897,0.944752258210412
ENSG00000064205,CCN5,211.600928668323,0.63782401941421,0.461503876551514,1.3820556052101,0.166954628330278,0.572266801928515
ENSG00000065320,NTN1,1355.0307143702,0.315160294672926,0.387847503672092,0.812588173674,0.416454214319564,0.776353709873792
ENSG00000065618,COL17A1,11236.0666071328,-0.565401756252302,0.547511282299628,-1.03267599140155,0.301755552647247,0.707247885791185
ENSG00000074527,NTN4,1557.97926129855,-0.240896460865686,0.328987002725102,-0.732237015050034,0.464023915386678,0.803027230125607
ENSG00000077942,FBLN1,16121.8244689641,0.269943762156835,0.277503079152895,0.972759520293845,0.330672835619172,0.72417245541039
ENSG00000080573,COL5A3,1363.15739465811,0.203019004705794,0.362094053106641,0.560680306577702,0.575015494727418,0.855116319922062
ENSG00000081052,COL4A4,487.394122234048,-0.688842091007213,0.5393255603239,-1.2772287124562,0.201521512948579,0.613149267453612
ENSG00000081148,IMPG2,16.5922791331165,0.572185145195287,0.234666369539276,2.43829205828968,0.0147568460612523,0.230645778133803
ENSG00000083782,EPYC,78.8953645592039,0.0508610922804273,0.589020007188693,0.0863486667001005,0.931189252479602,0.980958412532772
ENSG00000084636,COL16A1,5523.2380561757,-0.280035124762672,0.349026941831265,-0.802330969905622,0.42236153223579,0.780855247894629
ENSG00000087303,NID2,335.39335416373,0.0426616105270238,0.389565516033877,0.109510746642457,0.912797398446642,0.976312380758281
ENSG00000090006,LTBP4,6423.2409671041,0.722920877206199,0.267848222651558,2.6989944904232,0.006954932775233,0.16723998376155
ENSG00000091128,LAMB4,26.502336769578,-0.970916661096714,0.479289148409553,-2.02574304951103,0.0427911226858119,0.352332697031275
ENSG00000091136,LAMB1,6560.13354646821,0.110910917464475,0.250962990135119,0.441941329296247,0.658531662431679,0.894033437211641
